FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA
11JUL2021:00:00:00,31 a 40,F,AstraZeneca,Público,858,1,
11JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,3,0,
11JUL2021:00:00:00,31 a 40,F,Sputnik,Público,2,422,
11JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,898,1,
11JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,1,0,
11JUL2021:00:00:00,31 a 40,M,Sputnik,Público,2,164,
11JUL2021:00:00:00,41 a 50,F,AstraZeneca,Público,21,0,
11JUL2021:00:00:00,41 a 50,F,Sinopharm,Público,3,0,
11JUL2021:00:00:00,41 a 50,F,Sputnik,Público,1,355,
11JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,22,2,
11JUL2021:00:00:00,41 a 50,M,Sputnik,Público,3,128,
11JUL2021:00:00:00,51 a 60,F,AstraZeneca,Público,13,0,
11JUL2021:00:00:00,51 a 60,F,Sputnik,Público,1,186,
11JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,10,0,
11JUL2021:00:00:00,51 a 60,M,Sputnik,Público,0,61,
11JUL2021:00:00:00,61 a 70,F,AstraZeneca,Público,5,0,
11JUL2021:00:00:00,61 a 70,F,Sinopharm,Público,1,0,
11JUL2021:00:00:00,61 a 70,F,Sputnik,Público,0,33,
11JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,3,0,
11JUL2021:00:00:00,61 a 70,M,Sputnik,Público,0,21,
11JUL2021:00:00:00,71 a 80,F,AstraZeneca,Público,2,1,
11JUL2021:00:00:00,71 a 80,F,Sinopharm,Público,0,1,
11JUL2021:00:00:00,71 a 80,F,Sputnik,Público,0,200,
11JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,2,0,
11JUL2021:00:00:00,71 a 80,M,Sputnik,Público,0,107,
11JUL2021:00:00:00,81 a 90,F,Sputnik,Público,1,955,
11JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,0,
11JUL2021:00:00:00,81 a 90,M,Sputnik,Público,0,401,
11JUL2021:00:00:00,91 o mas,F,Sputnik,Público,0,214,
11JUL2021:00:00:00,91 o mas,M,Sputnik,Público,0,52,
12JUL2021:00:00:00,30 o menos,F,AstraZeneca,Privado,0,1,
12JUL2021:00:00:00,30 o menos,F,AstraZeneca,Público,89,0,
12JUL2021:00:00:00,30 o menos,F,Sinopharm,Público,2848,1,
12JUL2021:00:00:00,30 o menos,M,AstraZeneca,Privado,0,4,
12JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,91,1,
12JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,2937,4,
12JUL2021:00:00:00,30 o menos,M,Sputnik,Público,7,1,
12JUL2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,5,
12JUL2021:00:00:00,31 a 40,F,AstraZeneca,Público,465,1,
12JUL2021:00:00:00,31 a 40,F,Sinopharm,Privado,1,0,
12JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,11257,1,
12JUL2021:00:00:00,31 a 40,F,Sputnik,Público,13,4,
12JUL2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,6,
12JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,532,0,
12JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,13402,2,
12JUL2021:00:00:00,31 a 40,M,Sputnik,Público,24,4,
12JUL2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,7,
12JUL2021:00:00:00,41 a 50,F,AstraZeneca,Público,22,1,
12JUL2021:00:00:00,41 a 50,F,AstraZeneca,Público nacional,1,0,
12JUL2021:00:00:00,41 a 50,F,Sinopharm,Público,478,4,
12JUL2021:00:00:00,41 a 50,F,Sputnik,Público,9,6,
12JUL2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,1,
12JUL2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,6,
12JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,18,0,
12JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público nacional,1,0,
12JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,399,6,
12JUL2021:00:00:00,41 a 50,M,Sputnik,Público,5,2,
12JUL2021:00:00:00,41 a 50,M,Sputnik,Público nacional,0,2,
12JUL2021:00:00:00,51 a 60,F,AstraZeneca,Privado,0,4,
12JUL2021:00:00:00,51 a 60,F,AstraZeneca,Público,7,0,
12JUL2021:00:00:00,51 a 60,F,Sinopharm,Público,245,4,
12JUL2021:00:00:00,51 a 60,F,Sputnik,Público,5,5,
12JUL2021:00:00:00,51 a 60,F,Sputnik,Público nacional,0,2,
12JUL2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,10,
12JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,9,0,
12JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,201,4,
12JUL2021:00:00:00,51 a 60,M,Sputnik,Público,5,1,
12JUL2021:00:00:00,61 a 70,F,AstraZeneca,Privado,1,58,
12JUL2021:00:00:00,61 a 70,F,AstraZeneca,Público,3,17,
12JUL2021:00:00:00,61 a 70,F,Sinopharm,Público,77,1,
12JUL2021:00:00:00,61 a 70,F,Sputnik,Público,1,10,
12JUL2021:00:00:00,61 a 70,F,Sputnik,Público nacional,0,1,
12JUL2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,31,
12JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,1,2,
12JUL2021:00:00:00,61 a 70,M,Sinopharm,Público,61,4,
12JUL2021:00:00:00,61 a 70,M,Sputnik,Público,2,5,
12JUL2021:00:00:00,61 a 70,M,Sputnik,Público nacional,0,1,
12JUL2021:00:00:00,71 a 80,F,AstraZeneca,Privado,0,7,
12JUL2021:00:00:00,71 a 80,F,AstraZeneca,Público,1,26,
12JUL2021:00:00:00,71 a 80,F,Sinopharm,Público,27,1,
12JUL2021:00:00:00,71 a 80,F,Sputnik,Público,0,64,
12JUL2021:00:00:00,71 a 80,F,Sputnik,Público nacional,0,1,
12JUL2021:00:00:00,71 a 80,M,AstraZeneca,Privado,1,3,
12JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,10,
12JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,15,3,
12JUL2021:00:00:00,71 a 80,M,Sputnik,Público,1,26,
12JUL2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,1,
12JUL2021:00:00:00,81 a 90,F,AstraZeneca,Público,1,12,
12JUL2021:00:00:00,81 a 90,F,Sinopharm,Público,12,1,
12JUL2021:00:00:00,81 a 90,F,Sputnik,Público,0,120,
12JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,7,
12JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,5,0,
12JUL2021:00:00:00,81 a 90,M,Sputnik,Público,0,68,
12JUL2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,8,
12JUL2021:00:00:00,91 o mas,F,Sinopharm,Público,6,0,
12JUL2021:00:00:00,91 o mas,F,Sputnik,Público,0,33,
12JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,5,
12JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,3,0,
12JUL2021:00:00:00,91 o mas,M,Sputnik,Público,0,9,
13JUL2021:00:00:00,30 o menos,F,AstraZeneca,Público,380,3,
13JUL2021:00:00:00,30 o menos,F,Sinopharm,Público,1183,0,
13JUL2021:00:00:00,30 o menos,F,Sputnik,Público,67,0,
13JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,466,3,
13JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,1228,7,
13JUL2021:00:00:00,30 o menos,M,Sputnik,Público,78,0,
13JUL2021:00:00:00,31 a 40,F,AstraZeneca,Público,1774,3,
13JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,3934,3,
13JUL2021:00:00:00,31 a 40,F,Sputnik,Público,268,2,
13JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,2270,4,
13JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,4751,5,
13JUL2021:00:00:00,31 a 40,M,Sputnik,Público,320,0,
13JUL2021:00:00:00,41 a 50,F,AstraZeneca,Público,175,3,
13JUL2021:00:00:00,41 a 50,F,Sinopharm,Público,424,2,
13JUL2021:00:00:00,41 a 50,F,Sinopharm,Público nacional,0,1,
13JUL2021:00:00:00,41 a 50,F,Sputnik,Público,18,4,
13JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,207,15,
13JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,496,2,
13JUL2021:00:00:00,41 a 50,M,Sputnik,Público,24,0,
13JUL2021:00:00:00,51 a 60,F,AstraZeneca,Público,64,0,
13JUL2021:00:00:00,51 a 60,F,Sinopharm,Público,192,5,
13JUL2021:00:00:00,51 a 60,F,Sputnik,Público,10,1,
13JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,66,8,
13JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,180,4,
13JUL2021:00:00:00,51 a 60,M,Sinopharm,Público nacional,0,1,
13JUL2021:00:00:00,51 a 60,M,Sputnik,Público,9,3,
13JUL2021:00:00:00,61 a 70,F,AstraZeneca,Público,24,3,
13JUL2021:00:00:00,61 a 70,F,Sinopharm,Público,61,1,
13JUL2021:00:00:00,61 a 70,F,Sputnik,Público,10,2,
13JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,25,4,
13JUL2021:00:00:00,61 a 70,M,Sinopharm,Público,58,3,
13JUL2021:00:00:00,61 a 70,M,Sputnik,Público,5,0,
13JUL2021:00:00:00,71 a 80,F,AstraZeneca,Público,9,20,
13JUL2021:00:00:00,71 a 80,F,Sinopharm,Público,32,1,
13JUL2021:00:00:00,71 a 80,F,Sputnik,Público,0,3,
13JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,7,12,
13JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,15,2,
13JUL2021:00:00:00,71 a 80,M,Sputnik,Público,2,2,
13JUL2021:00:00:00,81 a 90,F,AstraZeneca,Público,1,21,
13JUL2021:00:00:00,81 a 90,F,Sinopharm,Público,14,0,
13JUL2021:00:00:00,81 a 90,F,Sputnik,Público,0,9,
13JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,8,
13JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,1,0,
13JUL2021:00:00:00,81 a 90,M,Sputnik,Público,1,3,
13JUL2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,19,
13JUL2021:00:00:00,91 o mas,F,Sinopharm,Público,6,1,
13JUL2021:00:00:00,91 o mas,F,Sputnik,Público,0,3,
13JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,6,
14JUL2021:00:00:00,30 o menos,F,AstraZeneca,Público,215,0,
14JUL2021:00:00:00,30 o menos,F,Sinopharm,Público,368,9,
14JUL2021:00:00:00,30 o menos,F,Sputnik,Público,125,0,
14JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,164,1,
14JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,297,23,
14JUL2021:00:00:00,30 o menos,M,Sputnik,Público,148,0,
14JUL2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,1,
14JUL2021:00:00:00,31 a 40,F,AstraZeneca,Público,434,0,
14JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,878,9,
07JUL2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,32,
07JUL2021:00:00:00,61 a 70,F,AstraZeneca,Privado,0,57,
07JUL2021:00:00:00,61 a 70,F,AstraZeneca,Público,64,7,
07JUL2021:00:00:00,61 a 70,F,Sinopharm,Público,3,0,
07JUL2021:00:00:00,61 a 70,F,Sputnik,Privado,0,1,
07JUL2021:00:00:00,61 a 70,F,Sputnik,Público,29,30,
07JUL2021:00:00:00,61 a 70,F,Sputnik,Público nacional,0,23,
07JUL2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,39,
07JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,27,5,
07JUL2021:00:00:00,61 a 70,M,Sputnik,Público,21,18,
07JUL2021:00:00:00,61 a 70,M,Sputnik,Público nacional,0,28,
07JUL2021:00:00:00,71 a 80,F,AstraZeneca,Privado,0,12,
07JUL2021:00:00:00,71 a 80,F,AstraZeneca,Público,22,13,
07JUL2021:00:00:00,71 a 80,F,Sinopharm,Público,3,1,
07JUL2021:00:00:00,71 a 80,F,Sputnik,Público,10,244,
07JUL2021:00:00:00,71 a 80,F,Sputnik,Público nacional,0,4,
07JUL2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,2,
07JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,7,3,
07JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,4,1,
07JUL2021:00:00:00,71 a 80,M,Sputnik,Público,4,125,
07JUL2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,4,
07JUL2021:00:00:00,81 a 90,F,AstraZeneca,Privado,0,2,
07JUL2021:00:00:00,81 a 90,F,AstraZeneca,Público,9,31,
07JUL2021:00:00:00,81 a 90,F,Sinopharm,Público,7,0,
07JUL2021:00:00:00,81 a 90,F,Sputnik,Privado,0,5,
07JUL2021:00:00:00,81 a 90,F,Sputnik,Público,1,490,
07JUL2021:00:00:00,81 a 90,F,Sputnik,Público nacional,0,1,
07JUL2021:00:00:00,81 a 90,M,AstraZeneca,Privado,0,1,
07JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,7,
07JUL2021:00:00:00,81 a 90,M,Sputnik,Privado,0,5,
07JUL2021:00:00:00,81 a 90,M,Sputnik,Público,5,257,
07JUL2021:00:00:00,81 a 90,M,Sputnik,Público nacional,0,5,
07JUL2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,21,
07JUL2021:00:00:00,91 o mas,F,Sinopharm,Público,7,0,
07JUL2021:00:00:00,91 o mas,F,Sputnik,Público,0,125,
07JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,1,
07JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,
07JUL2021:00:00:00,91 o mas,M,Sputnik,Público,0,44,
08JUL2021:00:00:00,30 o menos,F,AstraZeneca,Privado,4,3,
08JUL2021:00:00:00,30 o menos,F,AstraZeneca,Público,68,0,
08JUL2021:00:00:00,30 o menos,F,Sinopharm,Público,16,0,
08JUL2021:00:00:00,30 o menos,F,Sputnik,Público,430,1,
08JUL2021:00:00:00,30 o menos,F,Sputnik,Público nacional,5,5,
08JUL2021:00:00:00,30 o menos,M,AstraZeneca,Privado,5,2,
08JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,33,0,
08JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,24,2,
08JUL2021:00:00:00,30 o menos,M,Sputnik,Público,281,0,
08JUL2021:00:00:00,30 o menos,M,Sputnik,Público nacional,8,11,
08JUL2021:00:00:00,31 a 40,F,AstraZeneca,Privado,2,5,
08JUL2021:00:00:00,31 a 40,F,AstraZeneca,Público,696,1,
08JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,18,3,
08JUL2021:00:00:00,31 a 40,F,Sputnik,Público,11560,1,
08JUL2021:00:00:00,31 a 40,F,Sputnik,Público nacional,2,19,
08JUL2021:00:00:00,31 a 40,M,AstraZeneca,Privado,4,6,
08JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,678,1,
08JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,23,2,
08JUL2021:00:00:00,31 a 40,M,Sputnik,Público,14302,0,
08JUL2021:00:00:00,31 a 40,M,Sputnik,Público nacional,5,17,
08JUL2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,4,
08JUL2021:00:00:00,41 a 50,F,AstraZeneca,Público,105,1,
08JUL2021:00:00:00,41 a 50,F,Sinopharm,Público,7,3,
08JUL2021:00:00:00,41 a 50,F,Sputnik,Privado,0,2,
08JUL2021:00:00:00,41 a 50,F,Sputnik,Público,1930,3,
08JUL2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,9,
08JUL2021:00:00:00,41 a 50,M,AstraZeneca,Privado,1,10,
08JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,80,6,
08JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,14,5,
08JUL2021:00:00:00,41 a 50,M,Sputnik,Público,2139,3,
08JUL2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,29,
08JUL2021:00:00:00,51 a 60,F,AstraZeneca,Privado,2,13,
08JUL2021:00:00:00,51 a 60,F,AstraZeneca,Público,60,8,
08JUL2021:00:00:00,51 a 60,F,Sinopharm,Público,3,10,
08JUL2021:00:00:00,51 a 60,F,Sputnik,Público,607,5,
08JUL2021:00:00:00,51 a 60,F,Sputnik,Público nacional,0,26,
08JUL2021:00:00:00,51 a 60,M,AstraZeneca,Privado,2,14,
08JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,33,12,
08JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,7,5,
08JUL2021:00:00:00,51 a 60,M,Sputnik,Público,609,7,
08JUL2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,22,
08JUL2021:00:00:00,61 a 70,F,AstraZeneca,Privado,0,68,
08JUL2021:00:00:00,61 a 70,F,AstraZeneca,Público,17,18,
08JUL2021:00:00:00,61 a 70,F,Sinopharm,Público,11,10,
08JUL2021:00:00:00,61 a 70,F,Sputnik,Público,210,5,
08JUL2021:00:00:00,61 a 70,F,Sputnik,Público nacional,0,20,
08JUL2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,46,
08JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,14,14,
08JUL2021:00:00:00,61 a 70,M,Sinopharm,Público,7,7,
08JUL2021:00:00:00,61 a 70,M,Sputnik,Público,157,8,
08JUL2021:00:00:00,61 a 70,M,Sputnik,Público nacional,0,29,
08JUL2021:00:00:00,71 a 80,F,AstraZeneca,Privado,1,14,
08JUL2021:00:00:00,71 a 80,F,AstraZeneca,Público,7,9,
08JUL2021:00:00:00,71 a 80,F,Sinopharm,Privado,0,2,
08JUL2021:00:00:00,71 a 80,F,Sinopharm,Público,6,7,
08JUL2021:00:00:00,71 a 80,F,Sputnik,Privado,0,5,
08JUL2021:00:00:00,71 a 80,F,Sputnik,Público,67,1,
08JUL2021:00:00:00,71 a 80,F,Sputnik,Público nacional,0,7,
08JUL2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,2,
08JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,4,8,
08JUL2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,1,
08JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,6,1,
08JUL2021:00:00:00,71 a 80,M,Sputnik,Privado,0,1,
08JUL2021:00:00:00,71 a 80,M,Sputnik,Público,40,3,
08JUL2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,4,
08JUL2021:00:00:00,81 a 90,F,AstraZeneca,Privado,0,4,
08JUL2021:00:00:00,81 a 90,F,AstraZeneca,Público,2,11,
08JUL2021:00:00:00,81 a 90,F,Sinopharm,Público,10,3,
08JUL2021:00:00:00,81 a 90,F,Sputnik,Privado,0,61,
08JUL2021:00:00:00,81 a 90,F,Sputnik,Público,28,13,
08JUL2021:00:00:00,81 a 90,M,AstraZeneca,Privado,0,2,
08JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,2,2,
08JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,3,3,
08JUL2021:00:00:00,81 a 90,M,Sputnik,Privado,0,24,
08JUL2021:00:00:00,81 a 90,M,Sputnik,Público,6,3,
08JUL2021:00:00:00,81 a 90,M,Sputnik,Público nacional,0,1,
08JUL2021:00:00:00,91 o mas,F,AstraZeneca,Público,2,2,
08JUL2021:00:00:00,91 o mas,F,Sinopharm,Público,8,5,
08JUL2021:00:00:00,91 o mas,F,Sputnik,Privado,0,13,
08JUL2021:00:00:00,91 o mas,F,Sputnik,Público,5,4,
08JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,
08JUL2021:00:00:00,91 o mas,M,Sputnik,Privado,0,5,
08JUL2021:00:00:00,91 o mas,M,Sputnik,Público,7,2,
09JUL2021:00:00:00,30 o menos,F,AstraZeneca,Público,1,1,
09JUL2021:00:00:00,30 o menos,F,Sinopharm,Público,681,8,
09JUL2021:00:00:00,30 o menos,F,Sputnik,Público,33,1,
09JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,4,4,
09JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,625,3,
09JUL2021:00:00:00,30 o menos,M,Sputnik,Público,40,0,
09JUL2021:00:00:00,31 a 40,F,AstraZeneca,Público,541,5,
09JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,7022,9,
09JUL2021:00:00:00,31 a 40,F,Sputnik,Público,658,1,
09JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,568,2,
09JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,7233,10,
09JUL2021:00:00:00,31 a 40,M,Sputnik,Público,875,0,
09JUL2021:00:00:00,41 a 50,F,AstraZeneca,Público,37,5,
09JUL2021:00:00:00,41 a 50,F,Sinopharm,Público,1803,10,
09JUL2021:00:00:00,41 a 50,F,Sputnik,Público,345,0,
09JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,42,4,
09JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,1722,15,
09JUL2021:00:00:00,41 a 50,M,Sputnik,Público,427,4,
09JUL2021:00:00:00,51 a 60,F,AstraZeneca,Público,16,11,
09JUL2021:00:00:00,51 a 60,F,Sinopharm,Público,674,17,
09JUL2021:00:00:00,51 a 60,F,Sputnik,Público,115,3,
09JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,11,12,
09JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,622,20,
09JUL2021:00:00:00,51 a 60,M,Sputnik,Público,162,11,
09JUL2021:00:00:00,61 a 70,F,AstraZeneca,Público,4,236,
09JUL2021:00:00:00,61 a 70,F,Sinopharm,Público,156,5,
09JUL2021:00:00:00,61 a 70,F,Sputnik,Público,13,3,
09JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,3,83,
09JUL2021:00:00:00,61 a 70,M,Sinopharm,Público,147,6,
09JUL2021:00:00:00,61 a 70,M,Sputnik,Público,24,4,
09JUL2021:00:00:00,71 a 80,F,AstraZeneca,Público,1,442,
09JUL2021:00:00:00,71 a 80,F,Sinopharm,Público,68,0,
09JUL2021:00:00:00,71 a 80,F,Sputnik,Público,9,0,
09JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,95,
09JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,30,3,
09JUL2021:00:00:00,71 a 80,M,Sputnik,Público,9,1,
09JUL2021:00:00:00,81 a 90,F,AstraZeneca,Público,1,49,
09JUL2021:00:00:00,81 a 90,F,Sinopharm,Público,23,0,
09JUL2021:00:00:00,81 a 90,F,Sputnik,Público,3,0,
09JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,11,
09JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,6,0,
09JUL2021:00:00:00,81 a 90,M,Sputnik,Público,2,2,
09JUL2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,16,
09JUL2021:00:00:00,91 o mas,F,Sinopharm,Público,3,0,
09JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,2,
09JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,
10JUL2021:00:00:00,30 o menos,F,AstraZeneca,Público,12,15,
10JUL2021:00:00:00,30 o menos,F,Sinopharm,Público,1708,20,
10JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,8,9,
10JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,1436,5,
10JUL2021:00:00:00,31 a 40,F,AstraZeneca,Público,449,23,
10JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,7295,52,
10JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,562,15,
10JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,7359,8,
10JUL2021:00:00:00,31 a 40,M,Sputnik,Público,11,0,
10JUL2021:00:00:00,41 a 50,F,AstraZeneca,Público,75,27,
10JUL2021:00:00:00,41 a 50,F,Sinopharm,Público,280,43,
10JUL2021:00:00:00,41 a 50,F,Sputnik,Público,4,0,
10JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,68,16,
10JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,284,9,
10JUL2021:00:00:00,51 a 60,F,AstraZeneca,Público,24,72,
10JUL2021:00:00:00,51 a 60,F,Sinopharm,Público,105,29,
10JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,23,45,
03JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,1,0,
03JUL2021:00:00:00,81 a 90,M,Sputnik,Público,5,914,
03JUL2021:00:00:00,91 o mas,F,AstraZeneca,Privado,0,1,
03JUL2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,31,
03JUL2021:00:00:00,91 o mas,F,Sputnik,Público,2,465,
03JUL2021:00:00:00,91 o mas,M,AstraZeneca,Privado,0,1,
03JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,2,
03JUL2021:00:00:00,91 o mas,M,Sputnik,Público,1,123,
04JUL2021:00:00:00,30 o menos,F,AstraZeneca,Público,797,0,
04JUL2021:00:00:00,30 o menos,F,Sinopharm,Público,31,0,
04JUL2021:00:00:00,30 o menos,F,Sputnik,Público,16,0,
04JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,506,0,
04JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,1,0,
04JUL2021:00:00:00,30 o menos,M,Sputnik,Público,8,0,
04JUL2021:00:00:00,31 a 40,F,AstraZeneca,Público,7892,3,
04JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,95,1,
04JUL2021:00:00:00,31 a 40,F,Sputnik,Público,460,0,
04JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,8548,3,
04JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,6,0,
04JUL2021:00:00:00,31 a 40,M,Sputnik,Público,639,0,
04JUL2021:00:00:00,41 a 50,F,AstraZeneca,Público,440,1,
04JUL2021:00:00:00,41 a 50,F,Sinopharm,Público,9,0,
04JUL2021:00:00:00,41 a 50,F,Sputnik,Público,18,0,
04JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,371,1,
04JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,3,0,
04JUL2021:00:00:00,41 a 50,M,Sputnik,Público,31,0,
04JUL2021:00:00:00,51 a 60,F,AstraZeneca,Público,107,2,
04JUL2021:00:00:00,51 a 60,F,Sputnik,Público,9,1,
04JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,115,2,
04JUL2021:00:00:00,51 a 60,M,Sputnik,Público,11,0,
04JUL2021:00:00:00,61 a 70,F,AstraZeneca,Privado,0,47,
04JUL2021:00:00:00,61 a 70,F,AstraZeneca,Público,59,16,
04JUL2021:00:00:00,61 a 70,F,Sinopharm,Público,0,1,
04JUL2021:00:00:00,61 a 70,F,Sputnik,Público,3,2,
04JUL2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,27,
04JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,37,12,
04JUL2021:00:00:00,61 a 70,M,Sputnik,Público,3,9,
04JUL2021:00:00:00,71 a 80,F,AstraZeneca,Público,18,12,
04JUL2021:00:00:00,71 a 80,F,Sputnik,Privado,0,25,
04JUL2021:00:00:00,71 a 80,F,Sputnik,Público,1,23,
04JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,13,14,
